     17500            NaN            NaN
     18000            NaN            NaN
     18500            NaN            NaN
     19000            NaN            NaN
     19500            NaN            NaN
     20000            NaN            NaN
     20500            NaN            NaN
     21000            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
      1000            NaN            NaN
      1500            NaN            NaN
      2000            NaN            NaN
      2500            NaN            NaN
      3000            NaN            NaN
      3500            NaN            NaN
      4000            NaN            NaN
      4500            NaN            NaN
      5000            NaN            NaN
      5500            NaN            NaN
      6000            NaN            NaN
      6500            NaN            NaN
      7000            NaN            NaN
      7500            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
      1000            NaN            NaN
      1500            NaN            NaN
      2000            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
      1000            NaN            NaN
      1500            NaN            NaN
      2000            NaN            NaN
      2500            NaN            NaN
      3000            NaN            NaN
      3500            NaN            NaN
      4000            NaN            NaN
      4500            NaN            NaN
      5000            NaN            NaN
      5500            NaN            NaN
      6000            NaN            NaN
      6500            NaN            NaN
      7000            NaN            NaN
      7500            NaN            NaN
      8000            NaN            NaN
      8500            NaN            NaN
      9000            NaN            NaN
      9500            NaN            NaN
     10000            NaN            NaN
     10500            NaN            NaN
     11000            NaN            NaN
     11500            NaN            NaN
     12000            NaN            NaN
     12500            NaN            NaN
     13000            NaN            NaN
     13500            NaN            NaN
     14000            NaN            NaN
     14500            NaN            NaN
     15000            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
      1000            NaN            NaN
      1500            NaN            NaN
      2000            NaN            NaN
      2500            NaN            NaN
      3000            NaN            NaN
      3500            NaN            NaN
      4000            NaN            NaN
      4500            NaN            NaN
      5000            NaN            NaN
      5500            NaN            NaN
      6000            NaN            NaN
      6500            NaN            NaN
      7000            NaN            NaN
      7500            NaN            NaN
      8000            NaN            NaN
      8500            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
      1000            NaN            NaN
      1500            NaN            NaN
      2000            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
      1000            NaN            NaN
      1500            NaN            NaN
      2000            NaN            NaN
      2500            NaN            NaN
      3000            NaN            NaN
      3500            NaN            NaN
      4000            NaN            NaN
      4500            NaN            NaN
      5000            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
      1000            NaN            NaN
      1500            NaN            NaN
      2000            NaN            NaN
      2500            NaN            NaN
      3000            NaN            NaN
      3500            NaN            NaN
      4000            NaN            NaN
      4500            NaN            NaN
      5000            NaN            NaN
      5500            NaN            NaN
      6000            NaN            NaN
      6500            NaN            NaN
      7000            NaN            NaN
      7500            NaN            NaN
      8000            NaN            NaN
      8500            NaN            NaN
      9000            NaN            NaN
      9500            NaN            NaN
     10000            NaN            NaN
     10500            NaN            NaN
     11000            NaN            NaN
     11500            NaN            NaN
     12000            NaN            NaN
     12500            NaN            NaN
     13000            NaN            NaN
     13500            NaN            NaN
     14000            NaN            NaN
     14500            NaN            NaN
     15000            NaN            NaN
     15500            NaN            NaN
     16000            NaN            NaN
     16500            NaN            NaN
     17000            NaN            NaN
     17500            NaN            NaN
     18000            NaN            NaN
     18500            NaN            NaN
     19000            NaN            NaN
     19500            NaN            NaN
     20000            NaN            NaN
     20500            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
      1000            NaN            NaN
      1500            NaN            NaN
      2000            NaN            NaN
      2500            NaN            NaN
      3000            NaN            NaN
      3500            NaN            NaN
      4000            NaN            NaN
      4500            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
      1000            NaN            NaN
      1500            NaN            NaN
      2000            NaN            NaN
      2500            NaN            NaN
      3000            NaN            NaN
      3500            NaN            NaN
      4000            NaN            NaN
      4500            NaN            NaN
      5000            NaN            NaN
      5500            NaN            NaN
      6000            NaN            NaN
      6500            NaN            NaN
      7000            NaN            NaN
      7500            NaN            NaN
      8000            NaN            NaN
      8500            NaN            NaN
      9000            NaN            NaN
      9500            NaN            NaN
     10000            NaN            NaN
     10500            NaN            NaN
     11000            NaN            NaN
     11500            NaN            NaN
     12000            NaN            NaN
     12500            NaN            NaN
     13000            NaN            NaN
     13500            NaN            NaN
     14000            NaN            NaN
     14500            NaN            NaN
     15000            NaN            NaN
     15500            NaN            NaN
     16000            NaN            NaN
     16500            NaN            NaN
     17000            NaN            NaN
     17500            NaN            NaN
     18000            NaN            NaN
     18500            NaN            NaN
     19000            NaN            NaN
     19500            NaN            NaN
     20000            NaN            NaN
     20500            NaN            NaN
     21000            NaN            NaN
     21500            NaN            NaN
     22000            NaN            NaN
     22500            NaN            NaN
     23000            NaN            NaN
     23500            NaN            NaN
     24000            NaN            NaN
     24500            NaN            NaN
     25000            NaN            NaN
     25500            NaN            NaN
     26000            NaN            NaN
     26500            NaN            NaN
     27000            NaN            NaN
     27500            NaN            NaN
     28000            NaN            NaN
     28500            NaN            NaN
     29000            NaN            NaN
     29500            NaN            NaN
     30000            NaN            NaN
     30500            NaN            NaN
     31000            NaN            NaN
     31500            NaN            NaN
     32000            NaN            NaN
     32500            NaN            NaN
     33000            NaN            NaN
     33500            NaN            NaN
     34000            NaN            NaN
     34500            NaN            NaN
     35000            NaN            NaN
     35500            NaN            NaN
     36000            NaN            NaN
     36500            NaN            NaN
     37000            NaN            NaN
     37500            NaN            NaN
     38000            NaN            NaN
     38500            NaN            NaN
     39000            NaN            NaN
     39500            NaN            NaN
     40000            NaN            NaN
     40500            NaN            NaN
     41000            NaN            NaN
     41500            NaN            NaN
     42000            NaN            NaN
     42500            NaN            NaN
     43000            NaN            NaN
     43500            NaN            NaN
     44000            NaN            NaN
     44500            NaN            NaN
     45000            NaN            NaN
     45500            NaN            NaN
     46000            NaN            NaN
     46500            NaN            NaN
     47000            NaN            NaN
     47500            NaN            NaN
     48000            NaN            NaN
     48500            NaN            NaN
     49000            NaN            NaN
     49500            NaN            NaN
     50000            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
      1000            NaN            NaN
      1500            NaN            NaN
      2000            NaN            NaN
      2500            NaN            NaN
      3000            NaN            NaN
      3500            NaN            NaN
      4000            NaN            NaN
      4500            NaN            NaN
      5000            NaN            NaN
      5500            NaN            NaN
      6000            NaN            NaN
      6500            NaN            NaN
      7000            NaN            NaN
      7500            NaN            NaN
      8000            NaN            NaN
      8500            NaN            NaN
      9000            NaN            NaN
      9500            NaN            NaN
     10000            NaN            NaN
     10500            NaN            NaN
     11000            NaN            NaN
     11500            NaN            NaN
     12000            NaN            NaN
     12500            NaN            NaN
     13000            NaN            NaN
     13500            NaN            NaN
     14000            NaN            NaN
     14500            NaN            NaN
     15000            NaN            NaN
     15500            NaN            NaN
     16000            NaN            NaN
     16500            NaN            NaN
     17000            NaN            NaN
     17500            NaN            NaN
     18000            NaN            NaN
     18500            NaN            NaN
     19000            NaN            NaN
     19500            NaN            NaN
     20000            NaN            NaN
     20500            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
      1000            NaN            NaN
      1500            NaN            NaN
      2000            NaN            NaN
      2500            NaN            NaN
      3000            NaN            NaN
      3500            NaN            NaN
      4000            NaN            NaN
      4500            NaN            NaN
      5000            NaN            NaN
      5500            NaN            NaN
      6000            NaN            NaN
      6500            NaN            NaN
      7000            NaN            NaN
      7500            NaN            NaN
      8000            NaN            NaN
      8500            NaN            NaN
      9000            NaN            NaN
      9500            NaN            NaN
     10000            NaN            NaN
     10500            NaN            NaN
     11000            NaN            NaN
     11500            NaN            NaN
     12000            NaN            NaN
     12500            NaN            NaN
     13000            NaN            NaN
     13500            NaN            NaN
     14000            NaN            NaN
     14500            NaN            NaN
     15000            NaN            NaN
     15500            NaN            NaN
     16000            NaN            NaN
     16500            NaN            NaN
     17000            NaN            NaN
     17500            NaN            NaN
     18000            NaN            NaN
     18500            NaN            NaN
     19000            NaN            NaN
     19500            NaN            NaN
     20000            NaN            NaN
     20500            NaN            NaN
     21000            NaN            NaN
     21500            NaN            NaN
     22000            NaN            NaN
     22500            NaN            NaN
     23000            NaN            NaN
     23500            NaN            NaN
     24000            NaN            NaN
     24500            NaN            NaN
     25000            NaN            NaN
     25500            NaN            NaN
